json_path,sample_id,ball_count,sequence_length,collection_time,folder_name,relative_path
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_174359_612671_metadata.json,20250621_174359_612671,1,2,2025-06-21T17:44:20.161300,1_balls,1_balls/metadata/20250621_174359_612671_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_185430_104639_metadata.json,20250620_185430_104639,1,2,2025-06-20T18:54:47.220542,1_balls,1_balls/metadata/20250620_185430_104639_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_185728_759981_metadata.json,20250620_185728_759981,1,2,2025-06-20T18:57:38.570547,1_balls,1_balls/metadata/20250620_185728_759981_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_192159_575869_metadata.json,20250620_192159_575869,1,2,2025-06-20T19:22:09.386079,1_balls,1_balls/metadata/20250620_192159_575869_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_184404_624084_metadata.json,20250620_184404_624084,1,2,2025-06-20T18:44:09.677666,1_balls,1_balls/metadata/20250620_184404_624084_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_182645_727117_metadata.json,20250620_182645_727117,1,2,2025-06-20T18:26:58.041047,1_balls,1_balls/metadata/20250620_182645_727117_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191404_816038_metadata.json,20250620_191404_816038,1,2,2025-06-20T19:14:13.524257,1_balls,1_balls/metadata/20250620_191404_816038_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_190304_840037_metadata.json,20250620_190304_840037,1,2,2025-06-20T19:03:08.853410,1_balls,1_balls/metadata/20250620_190304_840037_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_172926_596778_metadata.json,20250621_172926_596778,1,2,2025-06-21T17:29:29.251326,1_balls,1_balls/metadata/20250621_172926_596778_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_164751_228837_metadata.json,20250621_164751_228837,1,2,2025-06-21T16:48:01.177605,1_balls,1_balls/metadata/20250621_164751_228837_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191555_671474_metadata.json,20250620_191555_671474,1,2,2025-06-20T19:16:01.899115,1_balls,1_balls/metadata/20250620_191555_671474_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_183401_880522_metadata.json,20250620_183401_880522,1,2,2025-06-20T18:34:14.077844,1_balls,1_balls/metadata/20250620_183401_880522_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170803_326059_metadata.json,20250621_170803_326059,1,2,2025-06-21T17:08:08.395772,1_balls,1_balls/metadata/20250621_170803_326059_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_184708_472205_metadata.json,20250620_184708_472205,1,2,2025-06-20T18:47:14.758780,1_balls,1_balls/metadata/20250620_184708_472205_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_172611_949423_metadata.json,20250621_172611_949423,1,2,2025-06-21T17:26:19.283430,1_balls,1_balls/metadata/20250621_172611_949423_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165209_245159_metadata.json,20250621_165209_245159,1,2,2025-06-21T16:52:28.674676,1_balls,1_balls/metadata/20250621_165209_245159_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165334_972718_metadata.json,20250621_165334_972718,1,2,2025-06-21T16:53:54.252612,1_balls,1_balls/metadata/20250621_165334_972718_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191833_416362_metadata.json,20250620_191833_416362,1,2,2025-06-20T19:18:44.699238,1_balls,1_balls/metadata/20250620_191833_416362_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170313_677478_metadata.json,20250621_170313_677478,1,2,2025-06-21T17:03:20.024602,1_balls,1_balls/metadata/20250621_170313_677478_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_172942_428751_metadata.json,20250621_172942_428751,1,2,2025-06-21T17:29:46.271312,1_balls,1_balls/metadata/20250621_172942_428751_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_185004_759881_metadata.json,20250620_185004_759881,1,2,2025-06-20T18:50:13.326521,1_balls,1_balls/metadata/20250620_185004_759881_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170414_748335_metadata.json,20250621_170414_748335,1,2,2025-06-21T17:04:33.001695,1_balls,1_balls/metadata/20250621_170414_748335_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_162744_588676_metadata.json,20250621_162744_588676,1,2,2025-06-21T16:28:13.426586,1_balls,1_balls/metadata/20250621_162744_588676_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_175054_196574_metadata.json,20250621_175054_196574,1,2,2025-06-21T17:51:15.967067,1_balls,1_balls/metadata/20250621_175054_196574_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_182627_000875_metadata.json,20250620_182627_000875,1,2,2025-06-20T18:26:40.096050,1_balls,1_balls/metadata/20250620_182627_000875_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_190313_943829_metadata.json,20250620_190313_943829,1,2,2025-06-20T19:03:21.370364,1_balls,1_balls/metadata/20250620_190313_943829_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_172320_173081_metadata.json,20250621_172320_173081,1,2,2025-06-21T17:23:43.252505,1_balls,1_balls/metadata/20250621_172320_173081_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170534_396930_metadata.json,20250621_170534_396930,1,2,2025-06-21T17:05:39.655554,1_balls,1_balls/metadata/20250621_170534_396930_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_192509_288109_metadata.json,20250620_192509_288109,1,2,2025-06-20T19:25:16.688037,1_balls,1_balls/metadata/20250620_192509_288109_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_174450_860734_metadata.json,20250621_174450_860734,1,2,2025-06-21T17:44:58.178222,1_balls,1_balls/metadata/20250621_174450_860734_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_163019_357436_metadata.json,20250621_163019_357436,1,2,2025-06-21T16:30:32.500480,1_balls,1_balls/metadata/20250621_163019_357436_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_183636_080508_metadata.json,20250620_183636_080508,1,2,2025-06-20T18:36:55.462806,1_balls,1_balls/metadata/20250620_183636_080508_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_170510_173084_metadata.json,20250621_170510_173084,1,2,2025-06-21T17:05:15.041671,1_balls,1_balls/metadata/20250621_170510_173084_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165309_261416_metadata.json,20250621_165309_261416,1,2,2025-06-21T16:53:28.858694,1_balls,1_balls/metadata/20250621_165309_261416_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_165849_196983_metadata.json,20250621_165849_196983,1,2,2025-06-21T16:58:55.417504,1_balls,1_balls/metadata/20250621_165849_196983_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_162817_548085_metadata.json,20250621_162817_548085,1,2,2025-06-21T16:28:41.794437,1_balls,1_balls/metadata/20250621_162817_548085_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191726_360093_metadata.json,20250620_191726_360093,1,2,2025-06-20T19:17:33.855150,1_balls,1_balls/metadata/20250620_191726_360093_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_191326_008805_metadata.json,20250620_191326_008805,1,2,2025-06-20T19:13:43.175210,1_balls,1_balls/metadata/20250620_191326_008805_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_175722_192813_metadata.json,20250620_175722_192813,1,2,2025-06-20T17:57:29.577823,1_balls,1_balls/metadata/20250620_175722_192813_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250620_182930_312623_metadata.json,20250620_182930_312623,1,2,2025-06-20T18:29:47.521968,1_balls,1_balls/metadata/20250620_182930_312623_metadata.json
scratch/Ball_counting_CNN/ball_data_collection/1_balls/metadata/20250621_174749_732834_metadata.json,20250621_174749_732834,1,2,2025-06-21T17:48:00.607051,1_balls,1_balls/metadata/20250621_174749_732834_metadata.json
